student_id,week,year,current_cgpa,assignment_score,attendance_rate,assignments_on_time,assignments_late,assignments_missing,hours_before_deadline,lms_logins,days_since_last_lms_login,library_visits,library_study_hours,campus_activities,peer_interactions,stress_level,burnout_status,burnout_severity,sleep_hours,sleep_quality
11,3,2025,7.3,40,64.88,4,0,0,22.76,16,2,9,9.93,1,10,2,0,2,5.62,5
11,4,2025,7.3,96,83.2,2,1,0,48.01,19,6,3,17.62,1,7,2,0,3,4.94,5
11,5,2025,7.3,71,69.38,1,0,0,70.46,10,9,1,6.1,1,7,8,0,3,7.84,3
11,6,2025,7.3,47,91.82,3,0,0,15.53,15,13,4,16.67,0,1,2,0,1,7.02,1
11,7,2025,7.3,72,76.28,4,0,0,40.83,8,10,3,16.26,5,13,4,0,2,7.34,2
11,8,2025,7.3,57,95.12,2,0,0,27.05,29,5,6,0.14,0,11,10,1,7,5.98,5
11,9,2025,7.3,58,75.54,0,0,0,39.29,2,11,5,1.83,2,7,10,0,5,7.8,1
11,10,2025,7.3,42,81.69,1,1,1,1.85,25,8,4,9.97,4,14,4,0,3,7.04,2
11,11,2025,7.3,83,98.22,4,0,0,31.02,15,14,4,22.45,0,3,3,0,4,4.3,5
11,12,2025,7.3,52,74.06,1,1,0,44.45,20,3,2,14.52,1,3,2,0,2,6,5
12,1,2025,7.15,64,80.9,3,1,0,37.81,6,14,7,19.84,4,9,8,0,2,8.81,4
12,2,2025,7.15,93,92.24,0,0,1,8.09,12,6,5,20.48,5,8,10,1,8,5.06,2
12,3,2025,7.15,63,76.44,4,1,1,55.44,16,9,4,7.55,2,3,7,0,4,7.34,2
12,4,2025,7.15,58,84.95,0,2,1,11.01,16,2,1,11.82,4,16,6,1,7,4.12,3
12,5,2025,7.15,67,68.25,2,1,0,28.15,28,8,8,24.69,2,6,5,0,2,7.38,2
12,6,2025,7.15,93,77.83,0,0,0,71.37,27,13,2,15.08,5,9,7,0,3,7.86,4
12,7,2025,7.15,79,85.81,3,2,0,23.28,26,5,8,15.43,4,16,2,0,0,7.35,4
12,8,2025,7.15,66,85.61,1,2,1,16.62,25,2,5,16.74,3,1,6,0,4,6.79,2
12,9,2025,7.15,62,78.61,3,1,1,69.24,28,14,8,4.26,1,15,1,0,3,5.5,4
12,10,2025,7.15,42,97.09,4,2,1,70.14,21,4,3,23.18,3,0,9,1,6,7.36,4
12,11,2025,7.15,45,70.28,0,0,1,36.49,19,1,3,7.58,1,12,2,0,3,5.9,2
12,12,2025,7.15,66,69.56,0,2,0,28.58,22,9,3,21.83,5,2,6,0,4,6.48,4
13,1,2025,8.91,81,80.05,0,1,1,58.86,2,13,7,13.31,5,5,3,0,1,7.95,4
13,2,2025,8.91,53,63.24,4,2,1,11.07,2,1,3,14.33,1,1,9,1,6,6.4,1
13,3,2025,8.91,75,84.25,0,1,1,55.07,28,3,2,23.82,5,12,5,1,6,4.61,5
13,4,2025,8.91,73,80.24,3,0,1,55.92,27,12,3,10.99,3,5,2,0,1,7.25,3
13,5,2025,8.91,70,62.45,2,1,1,15.25,29,10,1,1.44,0,18,9,1,8,4.71,1
13,6,2025,8.91,67,72.13,2,2,1,49.8,0,3,3,24.92,0,4,7,1,7,5.1,5
13,7,2025,8.91,91,86.23,1,2,0,63.84,29,12,2,9.19,3,13,7,0,3,7.67,5
13,8,2025,8.91,94,76.65,2,0,1,56.9,20,9,6,3.43,4,0,5,0,2,8.17,5
13,9,2025,8.91,60,67.95,4,0,1,35.13,2,0,4,21.11,4,3,2,0,3,5.62,4
13,10,2025,8.91,57,79.04,0,0,1,61.89,9,4,9,22.3,0,16,8,1,7,5.58,1
13,11,2025,8.91,41,77.5,4,0,1,66.98,27,7,4,20.63,1,7,6,0,4,7.18,1
13,12,2025,8.91,99,78.02,4,2,0,53.1,0,6,4,1.2,0,10,1,0,3,4.36,3
14,1,2025,5.55,44,80.34,1,2,1,71.39,19,14,2,16.53,3,18,10,1,9,4.49,2
14,2,2025,5.55,77,63.3,3,0,0,56.34,7,8,8,9.55,1,2,1,0,2,5.28,4
14,3,2025,5.55,53,62.77,0,1,0,3.02,17,9,4,3.13,2,7,2,0,1,7.01,5
14,4,2025,5.55,71,89.92,3,1,0,3.15,16,7,1,5.62,0,7,10,0,5,7.06,4
14,5,2025,5.55,69,97.13,3,2,1,0.92,20,2,9,20.4,0,11,9,1,6,6.72,5
14,6,2025,5.55,52,68.84,3,2,1,39.24,10,8,5,13.49,4,17,2,0,4,4.66,4
14,7,2025,5.55,66,98.61,2,2,1,24.65,21,10,4,14.76,2,18,7,0,4,7.44,4
14,8,2025,5.55,86,95.09,4,2,1,33.23,15,7,0,18.54,2,0,4,0,5,4.5,2
14,9,2025,5.55,73,68.16,1,0,1,58.69,26,10,1,8.88,4,8,4,0,3,6.62,2
14,10,2025,5.55,65,93.6,3,0,1,14.58,1,4,8,16.96,2,5,8,1,6,6.51,2
14,11,2025,5.55,43,75.42,3,1,1,15.64,25,4,5,10.32,4,9,6,1,6,4.83,4
14,12,2025,5.55,96,75.51,0,2,0,34.63,13,2,7,2.6,1,19,4,0,5,4.26,2
15,1,2025,7.9,58,70.79,3,2,0,45.83,18,5,7,8.36,5,5,5,0,2,7.94,3
15,2,2025,7.9,87,74.94,0,2,0,6.38,19,0,8,23.33,4,0,1,0,0,7.19,4
15,3,2025,7.9,87,67.13,3,2,0,41.17,15,4,8,14.14,1,17,3,0,4,4.13,1
15,4,2025,7.9,69,93.27,4,1,0,66.93,18,4,2,6.48,5,18,5,0,1,8.21,5
15,5,2025,7.9,59,92.11,1,0,1,9.61,3,13,6,22.6,2,0,8,0,5,7.65,1
15,6,2025,7.9,93,69.01,3,0,0,66.43,24,3,4,1.72,3,9,6,0,5,5.31,3
15,7,2025,7.9,94,96.25,1,1,0,32.38,12,5,8,12.19,2,19,2,0,0,8.53,1
15,8,2025,7.9,60,81.3,0,2,0,6.22,14,1,7,13.71,4,9,10,1,6,6.09,1
15,9,2025,7.9,76,99.25,1,0,0,52.21,4,7,0,11.6,0,11,9,1,7,4.92,1
15,10,2025,7.9,89,88.8,1,0,0,49.23,0,0,7,2.87,1,10,9,0,4,7.96,1
15,11,2025,7.9,56,84.52,1,0,1,11.94,1,5,8,16.73,1,15,3,0,2,7.25,4
15,12,2025,7.9,63,91.48,3,2,1,70.42,18,14,0,5.03,4,19,10,1,8,5.65,4
16,1,2025,7.58,95,65.05,3,1,0,68.16,7,9,9,13.95,1,2,8,1,6,5.41,2
16,2,2025,7.58,91,91.93,3,2,0,28.61,10,2,4,24.11,3,9,8,1,6,5.44,4
16,3,2025,7.58,80,83.1,4,2,0,28.51,15,13,7,13,3,19,6,0,2,7.97,3
16,4,2025,7.58,84,96.25,1,2,1,36.51,27,0,6,4.61,4,15,5,0,4,6.2,3
16,5,2025,7.58,71,64.71,2,1,0,69.63,12,6,4,16.7,4,1,4,0,0,8.99,2
16,6,2025,7.58,70,86.25,2,0,0,6.7,3,8,3,22.26,5,4,3,0,3,4.94,5
16,7,2025,7.58,48,92.76,1,1,0,54.69,24,10,1,20.54,3,8,5,0,4,5.27,3
16,8,2025,7.58,51,73.41,1,0,1,59.47,29,0,4,10.5,1,8,3,0,3,6.25,2
16,9,2025,7.58,50,86.05,0,0,1,33.93,14,10,2,0.78,4,15,2,0,3,5.63,4
16,10,2025,7.58,86,67,0,0,1,5.23,2,3,9,12.82,5,14,5,1,6,4.17,5
16,11,2025,7.58,92,86.13,3,0,0,58.13,27,12,1,16.27,5,1,8,0,5,5.9,4
16,12,2025,7.58,92,81.87,2,2,1,57.77,26,3,0,1.05,5,5,7,1,7,4.64,1
17,1,2025,6.67,90,93.04,2,0,1,1.3,6,13,8,7.62,0,18,4,0,5,4.56,5
17,2,2025,6.67,75,63.86,0,0,1,20.44,13,10,4,7.43,2,13,9,1,9,4.24,4
17,3,2025,6.67,67,94.09,0,0,1,24.51,23,14,6,13.28,5,16,3,0,4,5.34,2
17,4,2025,6.67,60,80.86,4,0,0,35.16,20,12,8,22.74,3,2,1,0,3,4.32,1
17,5,2025,6.67,47,80.7,3,1,1,33.44,14,8,2,22.31,4,7,5,0,3,7.16,4
17,6,2025,6.67,96,88.11,3,2,0,9.48,3,5,2,16.31,1,1,7,0,2,8.92,1
17,7,2025,6.67,57,74.47,3,1,1,65.33,18,11,9,24.29,4,12,1,0,1,7.11,3
17,8,2025,6.67,87,71.23,0,0,0,0.4,13,0,7,0.92,3,0,10,1,6,6.31,5
17,9,2025,6.67,88,68.74,1,2,1,67.09,8,7,4,7.11,0,18,7,0,5,6.87,5
17,10,2025,6.67,50,61.79,2,0,0,19.78,0,7,2,10.28,4,12,1,0,0,8.12,4
17,11,2025,6.67,97,88.86,0,2,1,3.68,12,14,6,1.01,3,17,2,0,4,4.57,1
17,12,2025,6.67,75,74.76,2,2,1,39.57,16,0,9,8.03,0,6,2,0,1,7.34,1
18,1,2025,8.09,90,83.75,1,1,1,10,8,8,6,21.84,3,5,5,0,2,8.51,3
18,2,2025,8.09,55,99.65,1,0,0,30.39,2,10,0,2.11,1,4,5,0,1,8.04,1
18,3,2025,8.09,62,92.67,3,0,1,61.33,3,2,6,13.56,5,11,2,0,3,5.92,3
18,4,2025,8.09,67,83.17,0,2,0,22.96,15,9,8,0.69,3,0,8,0,5,5.87,4
18,5,2025,8.09,76,85.83,4,0,0,68.16,18,12,9,16.15,3,2,1,0,3,4.51,5
18,6,2025,8.09,47,74.58,3,1,0,7.58,16,12,1,12.14,2,2,4,0,4,4.5,3
18,7,2025,8.09,66,66.4,1,1,0,10.59,20,13,9,22.5,4,4,10,1,7,5.87,3
18,8,2025,8.09,62,77.77,1,0,0,6.35,26,14,3,0.77,5,3,5,0,5,4.77,1
18,9,2025,8.09,52,81.67,4,2,0,31.71,9,1,2,4.43,4,13,5,0,1,8.83,4
18,10,2025,8.09,90,66.61,4,2,0,45.09,10,3,2,19.56,2,17,8,1,6,5.63,2
18,11,2025,8.09,58,68.05,4,0,0,51.18,21,2,4,14.98,5,12,6,0,5,4.65,3
18,12,2025,8.09,78,64.99,0,0,1,2.48,5,0,2,11.57,3,11,4,0,2,8.32,2
19,1,2025,7.47,50,68.13,2,2,1,35.45,17,0,2,22.36,2,17,3,0,2,7.01,4
19,2,2025,7.47,46,98.24,0,0,0,46.09,0,7,2,7.8,2,4,7,1,7,4.1,5
19,3,2025,7.47,61,88.91,1,1,1,21.56,15,11,1,8.34,2,14,3,0,0,8.99,2
19,4,2025,7.47,88,63.59,2,0,1,60.06,0,14,4,0.14,4,8,1,0,0,8.23,2
19,5,2025,7.47,79,75.96,1,1,1,29.34,29,14,5,7.65,2,13,2,0,5,4.03,3
19,6,2025,7.47,98,94.76,1,0,0,60.63,27,5,1,1.82,4,14,2,0,2,5.41,3
19,7,2025,7.47,93,72.86,4,2,0,39.53,29,4,4,5.37,2,16,7,0,4,6.52,2
19,8,2025,7.47,49,92.86,3,1,1,33.35,13,3,4,20.1,5,3,7,0,4,7.6,4
19,9,2025,7.47,94,66.34,1,1,1,45.33,10,8,0,7.94,0,17,6,0,4,7.53,2
19,10,2025,7.47,47,60.15,4,0,1,22.77,10,8,0,3.25,0,1,4,0,2,7.94,3
19,11,2025,7.47,52,76.9,3,2,0,8.35,22,9,0,23.25,0,9,7,0,5,5.27,3
19,12,2025,7.47,52,67.31,3,2,0,48.68,24,13,8,2.63,2,18,5,0,5,4.24,5
20,1,2025,7.49,78,80.02,0,2,0,7.99,13,2,8,1.31,0,12,2,0,1,6.76,4
20,2,2025,7.49,70,88.79,0,0,1,34,23,5,0,19.91,4,12,2,0,3,5.97,4
20,3,2025,7.49,57,89.48,3,0,1,51.35,21,0,3,2.13,2,2,9,0,5,8.12,2
20,4,2025,7.49,92,70.7,4,1,1,17.42,5,7,1,0.48,3,13,10,1,9,4.16,3
20,5,2025,7.49,86,73.21,3,1,1,0.71,10,8,3,1.04,1,5,1,0,3,5.56,4
20,6,2025,7.49,55,90.92,3,1,1,9.04,20,9,8,3.01,5,6,5,0,5,5.71,2
20,7,2025,7.49,46,73.92,3,2,0,46.55,6,3,2,0.59,2,7,1,0,0,7.03,5
20,8,2025,7.49,61,66.09,2,0,0,67.49,1,11,6,16.79,3,7,9,1,7,5.2,4
20,9,2025,7.49,89,85.78,3,1,0,14.76,25,11,6,3.52,1,9,3,0,4,4.73,5
20,10,2025,7.49,47,85.44,3,2,0,58.31,14,3,5,7.26,3,14,9,0,4,7.45,2
20,11,2025,7.49,88,97.22,3,0,0,3.21,0,1,5,13.24,4,13,5,0,2,7.1,2
20,12,2025,7.49,53,81.86,4,2,1,40.38,5,12,7,5.23,2,11,1,0,3,4.68,3
21,1,2025,8.67,50,75.67,3,1,0,14.18,2,11,7,17.79,1,11,5,0,3,6.18,3
21,2,2025,8.67,62,62.92,1,1,1,13.69,18,12,1,17.46,2,15,2,0,0,8.84,5
21,3,2025,8.67,81,79.08,3,2,1,46.12,6,0,3,14.13,5,11,9,0,5,8.18,4
21,4,2025,8.67,76,75.08,3,1,0,45.67,23,9,7,21.2,2,4,9,1,6,6.01,4
21,5,2025,8.67,52,60.02,3,0,1,28.64,26,1,2,12.37,0,6,1,0,1,7.18,4
21,6,2025,8.67,92,61.3,2,0,0,41.55,13,0,1,24.81,4,19,5,0,4,5.79,4
21,7,2025,8.67,40,69.62,1,1,0,70.15,22,9,8,0.97,1,0,1,0,2,4.74,5
21,8,2025,8.67,80,98.02,4,2,1,41.77,2,11,9,20.99,4,6,7,0,3,8.73,5
21,9,2025,8.67,60,90.52,1,2,1,14.74,28,7,8,7.39,5,13,9,1,7,5.82,2
21,10,2025,8.67,54,95.18,0,2,0,58.38,7,14,3,17.34,1,3,3,0,2,6.58,1
21,11,2025,8.67,62,61.82,3,2,0,2.71,29,4,8,0,0,5,5,0,2,7.62,5
21,12,2025,8.67,59,69.22,2,1,0,13.76,11,5,2,16.58,0,4,7,0,4,7.05,5
22,1,2025,8.35,66,70.86,0,1,1,64.94,21,3,6,5.51,5,7,1,0,2,5.9,2
22,2,2025,8.35,49,60.83,1,2,1,42.03,10,9,5,6.63,3,15,4,0,3,7.16,3
22,3,2025,8.35,60,82.4,0,0,0,36.64,3,0,8,11.22,1,7,7,0,4,6.31,1
22,4,2025,8.35,86,87.78,4,1,0,19.73,26,8,8,8.63,5,19,4,0,4,4.79,1
22,5,2025,8.35,88,89.08,4,2,1,35.73,2,9,3,19.66,3,17,1,0,4,4.13,4
22,6,2025,8.35,74,60.46,1,0,1,60.72,22,3,7,17.62,2,5,9,1,6,6.67,3
22,7,2025,8.35,92,80.19,2,1,1,12.91,29,2,2,9.91,2,10,10,0,5,8.04,4
22,8,2025,8.35,83,71.6,2,0,0,5.1,13,7,6,14.29,2,18,2,0,2,5.24,4
